id	source_path	sheet	nrow	ncol	columns	categorical_counts	contains_target_numbers
f0059.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\ECM_third_axis_validation\07_standard_ssGSEA\mean_z_vs_ssGSEA_correlations.xlsx	correlations	6	4	cohort|ECM_definition|pearson|spearman		FALSE
f0060.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\cross_cohort_effect_direction_table.xlsx	direction	96	7	dataset|gene_set|endpoint|effect_type|effect|p_value|direction		FALSE
f0061.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\cross_cohort_meta_analysis.xlsx	meta_analysis	6	10	contrast|gene_set|k|beta|CI_low|CI_high|p_value|tau2|I2|BH_FDR		FALSE
f0062.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\downstream_cluster_projection_sensitivity.xlsx	IFN_ECM_quadrants_GSE118761	4	6	dataset|quadrant|n|atopy_rate|asthma_rate|wheeze_rate		FALSE
f0062.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\downstream_cluster_projection_sensitivity.xlsx	projection_summary_GSE118761	3	5	projected_cluster|n|atopy_rate|asthma_rate|wheeze_rate	projected_cluster:C1=1;C2=1;C3=1	FALSE
f0062.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\downstream_cluster_projection_sensitivity.xlsx	projection_metrics_GSE118761	1	3	dataset|ARI_vs_original_projected|NMI_vs_original_projected	ARI_vs_original_projected:0.488372821416674=1 | NMI_vs_original_projected:0.47604970104053=1	FALSE
f0063.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\external_ECM_gene_coverage_by_cohort.xlsx	coverage	60	14	cohort|gene_set|variant|original_member_count|scoring_member_count|detected_member_count|coverage|estimable|missing_genes|overlap_with_original32|n_overlap_original32|jaccard_with_original32|hypergeometric_overlap_p|genes_used		TRUE
f0065.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\External_ECM_multicohort_full_results.xlsx	FDR_families	6	7	family|dataset|gene_set|endpoint|effect|p_value|BH_FDR		FALSE
f0065.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\External_ECM_multicohort_full_results.xlsx	coverage	60	14	cohort|gene_set|variant|original_member_count|scoring_member_count|detected_member_count|coverage|estimable|missing_genes|overlap_with_original32|n_overlap_original32|jaccard_with_original32|hypergeometric_overlap_p|genes_used		TRUE
f0065.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\External_ECM_multicohort_full_results.xlsx	sample_scores	14958	10	cohort|sample_id|gene_set|variant|scoring_method|score|n_genes_used|coverage|estimable|genes_used		TRUE
f0065.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\External_ECM_multicohort_full_results.xlsx	logistic_results	288	18	dataset|gene_set|method|outcome|model_label|covariates|n|events|estimable|reason|beta_per_sd|se|OR_per_sd|CI_low|CI_high|p_value|AIC|BH_FDR_within_dataset		FALSE
f0065.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\External_ECM_multicohort_full_results.xlsx	original32_comparison	60	14	dataset|gene_set|comparison|method|n|estimate|p_value|overlap_genes|n_overlap|high_low_agreement|cohen_kappa|high_low_n|excluding_original32_direction_available|BH_FDR_exploratory		FALSE
f0065.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\External_ECM_multicohort_full_results.xlsx	direction	96	7	dataset|gene_set|endpoint|effect_type|effect|p_value|direction		FALSE
f0065.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\External_ECM_multicohort_full_results.xlsx	meta_analysis	6	10	contrast|gene_set|k|beta|CI_low|CI_high|p_value|tau2|I2|BH_FDR		FALSE
f0066.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\external_ECM_vs_original32.xlsx	comparison	60	14	dataset|gene_set|comparison|method|n|estimate|p_value|overlap_genes|n_overlap|high_low_agreement|cohen_kappa|high_low_n|excluding_original32_direction_available|BH_FDR_exploratory		FALSE
f0067.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\GSE118761_external_ECM_results.xlsx	GSE118761	216	18	dataset|gene_set|method|outcome|model_label|covariates|n|events|estimable|reason|beta_per_sd|se|OR_per_sd|CI_low|CI_high|p_value|AIC|BH_FDR_within_dataset		FALSE
f0069.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\GSE18965_external_ECM_results.xlsx	FDR_families	6	7	family|dataset|gene_set|endpoint|effect|p_value|BH_FDR		FALSE
f0070.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\sample_level_external_ECM_scores.xlsx	scores	14958	10	cohort|sample_id|gene_set|variant|scoring_method|score|n_genes_used|coverage|estimable|genes_used		TRUE
f0071.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\02_gene_sets\external_ECM_gene_coverage_by_cohort.xlsx	coverage	60	14	cohort|gene_set|variant|original_member_count|scoring_member_count|detected_member_count|coverage|estimable|missing_genes|overlap_with_original32|n_overlap_original32|jaccard_with_original32|hypergeometric_overlap_p|genes_used		TRUE
f0073.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\02_gene_sets\sample_level_external_ECM_scores.xlsx	scores	14958	10	cohort|sample_id|gene_set|variant|scoring_method|score|n_genes_used|coverage|estimable|genes_used		TRUE
f0074.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\03_GSE18965_series\GSE18965_external_ECM_results.xlsx	FDR_families	6	7	family|dataset|gene_set|endpoint|effect|p_value|BH_FDR		FALSE
f0075.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\05_GSE118761_nasal\GSE118761_external_ECM_results.xlsx	GSE118761	216	18	dataset|gene_set|method|outcome|model_label|covariates|n|events|estimable|reason|beta_per_sd|se|OR_per_sd|CI_low|CI_high|p_value|AIC|BH_FDR_within_dataset		FALSE
f0077.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\08_original32_comparison\external_ECM_vs_original32.xlsx	comparison	60	14	dataset|gene_set|comparison|method|n|estimate|p_value|overlap_genes|n_overlap|high_low_agreement|cohen_kappa|high_low_n|excluding_original32_direction_available|BH_FDR_exploratory		FALSE
f0078.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\09_cross_cohort_meta\cross_cohort_effect_direction_table.xlsx	direction	96	7	dataset|gene_set|endpoint|effect_type|effect|p_value|direction		FALSE
f0079.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\09_cross_cohort_meta\cross_cohort_meta_analysis.xlsx	meta_analysis	6	10	contrast|gene_set|k|beta|CI_low|CI_high|p_value|tau2|I2|BH_FDR		FALSE
f0080.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\10_downstream_sensitivity\downstream_cluster_projection_sensitivity.xlsx	IFN_ECM_quadrants_GSE118761	4	6	dataset|quadrant|n|atopy_rate|asthma_rate|wheeze_rate		FALSE
f0080.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\10_downstream_sensitivity\downstream_cluster_projection_sensitivity.xlsx	projection_summary_GSE118761	3	5	projected_cluster|n|atopy_rate|asthma_rate|wheeze_rate	projected_cluster:C1=1;C2=1;C3=1	FALSE
f0080.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\10_downstream_sensitivity\downstream_cluster_projection_sensitivity.xlsx	projection_metrics_GSE118761	1	3	dataset|ARI_vs_original_projected|NMI_vs_original_projected	ARI_vs_original_projected:0.488372821416674=1 | NMI_vs_original_projected:0.47604970104053=1	FALSE
f0081.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\12_report\External_ECM_multicohort_full_results.xlsx	FDR_families	6	7	family|dataset|gene_set|endpoint|effect|p_value|BH_FDR		FALSE
f0081.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\12_report\External_ECM_multicohort_full_results.xlsx	coverage	60	14	cohort|gene_set|variant|original_member_count|scoring_member_count|detected_member_count|coverage|estimable|missing_genes|overlap_with_original32|n_overlap_original32|jaccard_with_original32|hypergeometric_overlap_p|genes_used		TRUE
f0081.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\12_report\External_ECM_multicohort_full_results.xlsx	sample_scores	14958	10	cohort|sample_id|gene_set|variant|scoring_method|score|n_genes_used|coverage|estimable|genes_used		TRUE
f0081.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\12_report\External_ECM_multicohort_full_results.xlsx	logistic_results	288	18	dataset|gene_set|method|outcome|model_label|covariates|n|events|estimable|reason|beta_per_sd|se|OR_per_sd|CI_low|CI_high|p_value|AIC|BH_FDR_within_dataset		FALSE
f0081.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\12_report\External_ECM_multicohort_full_results.xlsx	original32_comparison	60	14	dataset|gene_set|comparison|method|n|estimate|p_value|overlap_genes|n_overlap|high_low_agreement|cohen_kappa|high_low_n|excluding_original32_direction_available|BH_FDR_exploratory		FALSE
f0081.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\12_report\External_ECM_multicohort_full_results.xlsx	direction	96	7	dataset|gene_set|endpoint|effect_type|effect|p_value|direction		FALSE
f0081.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis\12_report\External_ECM_multicohort_full_results.xlsx	meta_analysis	6	10	contrast|gene_set|k|beta|CI_low|CI_high|p_value|tau2|I2|BH_FDR		FALSE
f0082.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis_export\cross_cohort_meta_analysis.xlsx	meta_analysis	6	10	contrast|gene_set|k|beta|CI_low|CI_high|p_value|tau2|I2|BH_FDR		FALSE
f0083.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis_export\downstream_cluster_projection_sensitivity.xlsx	IFN_ECM_quadrants_GSE118761	4	6	dataset|quadrant|n|atopy_rate|asthma_rate|wheeze_rate		FALSE
f0083.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis_export\downstream_cluster_projection_sensitivity.xlsx	projection_summary_GSE118761	3	5	projected_cluster|n|atopy_rate|asthma_rate|wheeze_rate	projected_cluster:C1=1;C2=1;C3=1	FALSE
f0083.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis_export\downstream_cluster_projection_sensitivity.xlsx	projection_metrics_GSE118761	1	3	dataset|ARI_vs_original_projected|NMI_vs_original_projected	ARI_vs_original_projected:0.488372821416674=1 | NMI_vs_original_projected:0.47604970104053=1	FALSE
f0084.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis_export\external_ECM_gene_coverage_by_cohort.xlsx	coverage	60	14	cohort|gene_set|variant|original_member_count|scoring_member_count|detected_member_count|coverage|estimable|missing_genes|overlap_with_original32|n_overlap_original32|jaccard_with_original32|hypergeometric_overlap_p|genes_used		TRUE
f0085.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis_export\External_ECM_multicohort_full_results.xlsx	FDR_families	6	7	family|dataset|gene_set|endpoint|effect|p_value|BH_FDR		FALSE
f0085.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis_export\External_ECM_multicohort_full_results.xlsx	coverage	60	14	cohort|gene_set|variant|original_member_count|scoring_member_count|detected_member_count|coverage|estimable|missing_genes|overlap_with_original32|n_overlap_original32|jaccard_with_original32|hypergeometric_overlap_p|genes_used		TRUE
f0085.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis_export\External_ECM_multicohort_full_results.xlsx	sample_scores	14958	10	cohort|sample_id|gene_set|variant|scoring_method|score|n_genes_used|coverage|estimable|genes_used		TRUE
f0085.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis_export\External_ECM_multicohort_full_results.xlsx	logistic_results	288	18	dataset|gene_set|method|outcome|model_label|covariates|n|events|estimable|reason|beta_per_sd|se|OR_per_sd|CI_low|CI_high|p_value|AIC|BH_FDR_within_dataset		FALSE
f0085.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis_export\External_ECM_multicohort_full_results.xlsx	original32_comparison	60	14	dataset|gene_set|comparison|method|n|estimate|p_value|overlap_genes|n_overlap|high_low_agreement|cohen_kappa|high_low_n|excluding_original32_direction_available|BH_FDR_exploratory		FALSE
f0085.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis_export\External_ECM_multicohort_full_results.xlsx	direction	96	7	dataset|gene_set|endpoint|effect_type|effect|p_value|direction		FALSE
f0085.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis_export\External_ECM_multicohort_full_results.xlsx	meta_analysis	6	10	contrast|gene_set|k|beta|CI_low|CI_high|p_value|tau2|I2|BH_FDR		FALSE
f0086.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis_export\external_ECM_vs_original32.xlsx	comparison	60	14	dataset|gene_set|comparison|method|n|estimate|p_value|overlap_genes|n_overlap|high_low_agreement|cohen_kappa|high_low_n|excluding_original32_direction_available|BH_FDR_exploratory		FALSE
f0087.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_analysis_export\sample_level_external_ECM_scores.xlsx	scores	14958	10	cohort|sample_id|gene_set|variant|scoring_method|score|n_genes_used|coverage|estimable|genes_used		TRUE
f0088.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_complete_return\cross_cohort_effect_direction_table.xlsx	direction	96	7	dataset|gene_set|endpoint|effect_type|effect|p_value|direction		FALSE
f0089.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_complete_return\cross_cohort_meta_analysis.xlsx	meta_analysis	6	10	contrast|gene_set|k|beta|CI_low|CI_high|p_value|tau2|I2|BH_FDR		FALSE
f0090.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_complete_return\downstream_cluster_projection_sensitivity.xlsx	IFN_ECM_quadrants_GSE118761	4	6	dataset|quadrant|n|atopy_rate|asthma_rate|wheeze_rate		FALSE
f0090.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_complete_return\downstream_cluster_projection_sensitivity.xlsx	projection_summary_GSE118761	3	5	projected_cluster|n|atopy_rate|asthma_rate|wheeze_rate	projected_cluster:C1=1;C2=1;C3=1	FALSE
f0090.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_complete_return\downstream_cluster_projection_sensitivity.xlsx	projection_metrics_GSE118761	1	3	dataset|ARI_vs_original_projected|NMI_vs_original_projected	ARI_vs_original_projected:0.488372821416674=1 | NMI_vs_original_projected:0.47604970104053=1	FALSE
f0091.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_complete_return\external_ECM_gene_coverage_by_cohort.xlsx	coverage	60	14	cohort|gene_set|variant|original_member_count|scoring_member_count|detected_member_count|coverage|estimable|missing_genes|overlap_with_original32|n_overlap_original32|jaccard_with_original32|hypergeometric_overlap_p|genes_used		TRUE
f0092.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_complete_return\External_ECM_multicohort_full_results.xlsx	FDR_families	6	7	family|dataset|gene_set|endpoint|effect|p_value|BH_FDR		FALSE
f0092.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_complete_return\External_ECM_multicohort_full_results.xlsx	coverage	60	14	cohort|gene_set|variant|original_member_count|scoring_member_count|detected_member_count|coverage|estimable|missing_genes|overlap_with_original32|n_overlap_original32|jaccard_with_original32|hypergeometric_overlap_p|genes_used		TRUE
f0092.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_complete_return\External_ECM_multicohort_full_results.xlsx	sample_scores	14958	10	cohort|sample_id|gene_set|variant|scoring_method|score|n_genes_used|coverage|estimable|genes_used		TRUE
f0092.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_complete_return\External_ECM_multicohort_full_results.xlsx	logistic_results	288	18	dataset|gene_set|method|outcome|model_label|covariates|n|events|estimable|reason|beta_per_sd|se|OR_per_sd|CI_low|CI_high|p_value|AIC|BH_FDR_within_dataset		FALSE
f0092.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_complete_return\External_ECM_multicohort_full_results.xlsx	original32_comparison	60	14	dataset|gene_set|comparison|method|n|estimate|p_value|overlap_genes|n_overlap|high_low_agreement|cohen_kappa|high_low_n|excluding_original32_direction_available|BH_FDR_exploratory		FALSE
f0092.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_complete_return\External_ECM_multicohort_full_results.xlsx	direction	96	7	dataset|gene_set|endpoint|effect_type|effect|p_value|direction		FALSE
f0092.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_complete_return\External_ECM_multicohort_full_results.xlsx	meta_analysis	6	10	contrast|gene_set|k|beta|CI_low|CI_high|p_value|tau2|I2|BH_FDR		FALSE
f0093.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_complete_return\external_ECM_vs_original32.xlsx	comparison	60	14	dataset|gene_set|comparison|method|n|estimate|p_value|overlap_genes|n_overlap|high_low_agreement|cohen_kappa|high_low_n|excluding_original32_direction_available|BH_FDR_exploratory		FALSE
f0094.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_complete_return\GSE118761_external_ECM_results.xlsx	GSE118761	216	18	dataset|gene_set|method|outcome|model_label|covariates|n|events|estimable|reason|beta_per_sd|se|OR_per_sd|CI_low|CI_high|p_value|AIC|BH_FDR_within_dataset		FALSE
f0096.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_complete_return\GSE18965_external_ECM_results.xlsx	FDR_families	6	7	family|dataset|gene_set|endpoint|effect|p_value|BH_FDR		FALSE
f0097.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\External_ECM_multicohort_complete_return\sample_level_external_ECM_scores.xlsx	scores	14958	10	cohort|sample_id|gene_set|variant|scoring_method|score|n_genes_used|coverage|estimable|genes_used		TRUE
f0113.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\T2_IFN_ECM_multicollinearity_residualization_20260812\Supplementary_Table_S13_multicollinearity_residualization.xlsx	Supplementary_Table_S13	5	26	cohort|tissue|n|score_branch|Pearson_T2_IFN|Pearson_T2_repair_ECM|Pearson_IFN_repair_ECM|Spearman_T2_IFN|Spearman_T2_repair_ECM|Spearman_IFN_repair_ECM|VIF_T2|VIF_IFN|VIF_repair_ECM|condition_number|R2_repair_ECM_on_T2_IFN|residual_variance_retained|residual_cor_T2|residual_cor_IFN|residual_repair_ECM_association_outcome|model_formula|model_n|OR|CI_low|CI_high|P|model_note		FALSE
f0113.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\T2_IFN_ECM_multicollinearity_residualization_20260812\Supplementary_Table_S13_multicollinearity_residualization.xlsx	Pairwise_correlations	9	7	cohort|tissue|score_branch|score_1|score_2|pearson_r|spearman_rho		FALSE
f0113.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\T2_IFN_ECM_multicollinearity_residualization_20260812\Supplementary_Table_S13_multicollinearity_residualization.xlsx	Diagnostics	3	18	cohort|tissue|n|score_branch|Pearson_T2_IFN|Pearson_T2_repair_ECM|Pearson_IFN_repair_ECM|Spearman_T2_IFN|Spearman_T2_repair_ECM|Spearman_IFN_repair_ECM|VIF_T2|VIF_IFN|VIF_repair_ECM|condition_number|R2_repair_ECM_on_T2_IFN|residual_variance_retained|residual_cor_T2|residual_cor_IFN		FALSE
f0113.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\T2_IFN_ECM_multicollinearity_residualization_20260812\Supplementary_Table_S13_multicollinearity_residualization.xlsx	Residual_models	5	10	cohort|tissue|residual_repair_ECM_association_outcome|model_formula|model_n|OR|CI_low|CI_high|P|model_note		FALSE
f0113.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\T2_IFN_ECM_multicollinearity_residualization_20260812\Supplementary_Table_S13_multicollinearity_residualization.xlsx	Input_manifest	2	4	cohort|tissue|input_file|role		FALSE
f0114.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\T2_IFN_ECM_multicollinearity_residualization_web_upload_20260812\Supplementary_Table_S13_multicollinearity_residualization.xlsx	Supplementary_Table_S13	5	26	cohort|tissue|n|score_branch|Pearson_T2_IFN|Pearson_T2_repair_ECM|Pearson_IFN_repair_ECM|Spearman_T2_IFN|Spearman_T2_repair_ECM|Spearman_IFN_repair_ECM|VIF_T2|VIF_IFN|VIF_repair_ECM|condition_number|R2_repair_ECM_on_T2_IFN|residual_variance_retained|residual_cor_T2|residual_cor_IFN|residual_repair_ECM_association_outcome|model_formula|model_n|OR|CI_low|CI_high|P|model_note		FALSE
f0114.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\T2_IFN_ECM_multicollinearity_residualization_web_upload_20260812\Supplementary_Table_S13_multicollinearity_residualization.xlsx	Pairwise_correlations	9	7	cohort|tissue|score_branch|score_1|score_2|pearson_r|spearman_rho		FALSE
f0114.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\T2_IFN_ECM_multicollinearity_residualization_web_upload_20260812\Supplementary_Table_S13_multicollinearity_residualization.xlsx	Diagnostics	3	18	cohort|tissue|n|score_branch|Pearson_T2_IFN|Pearson_T2_repair_ECM|Pearson_IFN_repair_ECM|Spearman_T2_IFN|Spearman_T2_repair_ECM|Spearman_IFN_repair_ECM|VIF_T2|VIF_IFN|VIF_repair_ECM|condition_number|R2_repair_ECM_on_T2_IFN|residual_variance_retained|residual_cor_T2|residual_cor_IFN		FALSE
f0114.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\T2_IFN_ECM_multicollinearity_residualization_web_upload_20260812\Supplementary_Table_S13_multicollinearity_residualization.xlsx	Residual_models	5	10	cohort|tissue|residual_repair_ECM_association_outcome|model_formula|model_n|OR|CI_low|CI_high|P|model_note		FALSE
f0114.xlsx	[LOCAL_PROJECT_ROOT]\\03_result_directories\T2_IFN_ECM_multicollinearity_residualization_web_upload_20260812\Supplementary_Table_S13_multicollinearity_residualization.xlsx	Input_manifest	2	4	cohort|tissue|input_file|role		FALSE
f0115.xlsx	[LOCAL_PROJECT_ROOT]\\final_locked_analysis_20260714\figures\Figure5_all_plot_data.xlsx	assignments	695	8	sample_id|raw_cluster_id|state_label|T2_z|IFN_z|repair_ECM_z|molecular_T2_status|asthma_status	raw_cluster_id:3=338;1=299;2=58 | state_label:E1_T2_high_IFN_low=338;E2_T2_low=299;E3_IFN_high_repair_high=58	FALSE
f0115.xlsx	[LOCAL_PROJECT_ROOT]\\final_locked_analysis_20260714\figures\Figure5_all_plot_data.xlsx	profiles	3	7	state_label|n|T2_high|asthma|mean_T2_z|mean_IFN_z|mean_repair_ECM_z	state_label:E1_T2_high_IFN_low=1;E2_T2_low=1;E3_IFN_high_repair_high=1	FALSE
f0116.xlsx	[LOCAL_PROJECT_ROOT]\\final_locked_analysis_20260714\tables\final_locked_all_results.xlsx	GSE152004_states	3	7	state_label|n|T2_high|asthma|mean_T2_z|mean_IFN_z|mean_repair_ECM_z	state_label:E1_T2_high_IFN_low=1;E2_T2_low=1;E3_IFN_high_repair_high=1	FALSE
f0116.xlsx	[LOCAL_PROJECT_ROOT]\\final_locked_analysis_20260714\tables\final_locked_all_results.xlsx	projection_profiles	6	4	tissue|projected_state|n|low_confidence	projected_state:E1_T2_high_IFN_low=2;E2_T2_low=2;E3_IFN_high_repair_high=2	FALSE
f0117.xlsx	[LOCAL_PROJECT_ROOT]\\final_locked_analysis_20260714\tables\Supplementary_Table_S13_multicollinearity_residualization.xlsx	Supplementary_Table_S13	5	26	cohort|tissue|n|score_branch|Pearson_T2_IFN|Pearson_T2_repair_ECM|Pearson_IFN_repair_ECM|Spearman_T2_IFN|Spearman_T2_repair_ECM|Spearman_IFN_repair_ECM|VIF_T2|VIF_IFN|VIF_repair_ECM|condition_number|R2_repair_ECM_on_T2_IFN|residual_variance_retained|residual_cor_T2|residual_cor_IFN|residual_repair_ECM_association_outcome|model_formula|model_n|OR|CI_low|CI_high|P|model_note		FALSE
f0117.xlsx	[LOCAL_PROJECT_ROOT]\\final_locked_analysis_20260714\tables\Supplementary_Table_S13_multicollinearity_residualization.xlsx	Pairwise_correlations	9	7	cohort|tissue|score_branch|score_1|score_2|pearson_r|spearman_rho		FALSE
f0117.xlsx	[LOCAL_PROJECT_ROOT]\\final_locked_analysis_20260714\tables\Supplementary_Table_S13_multicollinearity_residualization.xlsx	Diagnostics	3	18	cohort|tissue|n|score_branch|Pearson_T2_IFN|Pearson_T2_repair_ECM|Pearson_IFN_repair_ECM|Spearman_T2_IFN|Spearman_T2_repair_ECM|Spearman_IFN_repair_ECM|VIF_T2|VIF_IFN|VIF_repair_ECM|condition_number|R2_repair_ECM_on_T2_IFN|residual_variance_retained|residual_cor_T2|residual_cor_IFN		FALSE
f0117.xlsx	[LOCAL_PROJECT_ROOT]\\final_locked_analysis_20260714\tables\Supplementary_Table_S13_multicollinearity_residualization.xlsx	Residual_models	5	10	cohort|tissue|residual_repair_ECM_association_outcome|model_formula|model_n|OR|CI_low|CI_high|P|model_note		FALSE
f0117.xlsx	[LOCAL_PROJECT_ROOT]\\final_locked_analysis_20260714\tables\Supplementary_Table_S13_multicollinearity_residualization.xlsx	Input_manifest	2	4	cohort|tissue|input_file|role		FALSE
f0118.xlsx	[LOCAL_PROJECT_ROOT]\\full_manuscript_GitHub_release_20260918_work\audit_ascii\corrected.xlsx	projection_specificity	2	18	ECM_definition|metric|true_value|random_n|random_mean|random_sd|q2.5|q50|q97.5|empirical_p|monte_carlo_se|true_percentile|BH_FDR_external8|tissue|mean_assignment_margin|low_confidence_rate|random_median_low_confidence|projection_specificity_supported	projection_specificity_supported:FALSE=2	FALSE
f0118.xlsx	[LOCAL_PROJECT_ROOT]\\full_manuscript_GitHub_release_20260918_work\audit_ascii\corrected.xlsx	real_projection_assignments	208	8	ECM_definition|tissue|sample_id|projected_cluster|nearest_distance|second_distance|assignment_margin|low_confidence	projected_cluster:3=79;1=75;2=54	FALSE
f0119.xlsx	[LOCAL_PROJECT_ROOT]\\full_manuscript_GitHub_release_20260918_work\audit_ascii\external.xlsx	IFN_ECM_quadrants_GSE118761	4	6	dataset|quadrant|n|atopy_rate|asthma_rate|wheeze_rate		FALSE
